id,word,pos,gender,translation,example_de,example_en,frequency,dispersion
2185,Fischer,noun,der,fisherman,Die Fischer legen ihre Netze zum Trocknen an den Strand.,The fishermen lay their nets on the beach to dry.,37.3569384500577,0.863442115839104
2186,Ruf,noun,der,"reputation, call",Dieses Unternehmen hat einen guten Ruf bei Arbeitnehmern.,This company has a good reputation among employees.,37.3569384500577,0.923892853273397
2187,Überlegung,noun,die,"thought, thinking",Helen schreibt ihre Überlegungen an den Rand des Textes.,Helen writes her thoughts on the margins of the text.,37.3569384500577,0.864568028873608
2188,Begegnung,noun,die,"encounter, meeting",Die zufällige Begegnung mit Tim hat ihre Gefühle wieder geweckt.,The accidental encounter with Tim has reawakened her feelings.,37.3076548900972,0.898649070404476
2189,Schlag,noun,der,blow,Der Gegner fällt nach einem Schlag auf den Boden.,The opponent falls to the ground after a blow.,37.2583713301367,0.918213890815176
2190,daraufhin,adv,,as a result,"Sie nahm ein Medikament, aber daraufhin ging es ihr noch schlechter.","She took a medication, and as a result she got worse.",37.2090877701762,0.908254621492765
2191,Handlung,noun,die,"action, plot","Er muss das Buch mehrmals lesen, um die Handlung zu verstehen.",He has to read the book several times to understand the plot.,37.2090877701762,0.83480752314865
2192,Marke,noun,die,"brand, stamp",Nur aufgrund der Marke ist das Produkt so teuer.,The product is so expensive only because of its brand.,37.2090877701762,0.846966143383555
2193,angreifen,verb,,to attack,Die Soldaten greifen die Stadt aus der Luft an.,The soldiers attack the city from the air.,37.1598042102157,0.906636389668581
2194,finanzieren,verb,,to finance,"Die Eltern sparen ihr Geld, um die Bildung ihrer Kinder zu finanzieren.",The parents save their money to finance their children’s education.,37.1105206502552,0.893386664725771
2195,freilich,adv,,of course,Freilich kannst du aus meiner Flasche trinken.,Of course you can drink from my bottle.,37.1105206502552,0.882817271950054
2196,Hinsicht,noun,die,respect,Er ist in dieser Hinsicht kein guter Kandidat für das Amt.,"In this respect, he is not a good candidate for the office.",37.0612370902947,0.889457359794485
2197,Schlüssel,noun,der,key,Der dritte Schlüssel für unsere Wohnung ist bei Frau Wagner.,The third key to our apartment is at Mrs. Wagner’s.,37.0612370902947,0.890955808748341
2198,deuten,verb,,"to point, indicate, interpret","Der Lehrer deutet mit seinem Finger auf Lisa, damit sie nach vorne kommt.",The teacher points his finger at Lisa so that she comes up front.,37.0119535303342,0.92247750292884
2199,glatt,adj,,"smooth, slippery","Sei vorsichtig, der Weg ist glatt.","Be careful, the path is slippery.",37.0119535303342,0.835081008216411
2200,schrecklich,adj,,terrible,"Emilia kann nicht mehr schlafen, weil sie einen schrecklichen Traum hatte.",Emilia can’t sleep anymore because she had a terrible dream.,37.0119535303342,0.897374532731945
2201,weich,adj,,soft,Ein zu weiches Bett ist nicht gut für den Rücken.,A bed that is too soft is not good for the back.,37.0119535303342,0.898329030887842
2202,Klinik,noun,die,"clinic, hospital",Die Klinik ist auf Herzoperationen spezialisiert.,The clinic specializes in heart surgeries.,36.9626699703737,0.814455911778413
2203,bedeutend,adj,,"important, significant",Schiller ist ein bedeutender deutscher Dichter.,Schiller is an important German poet.,36.8641028504527,0.918256259206396
2204,Organ,noun,das,organ,"Beide haben Verletzungen an den Armen und Beinen, aber die Organe sind unverletzt.","Both have injuries to their arms and legs, but their organs are unhurt.",36.8641028504527,0.797991039603539
2205,besprechen,verb,,to discuss,Wir besprechen Ihre Frage später in meinem Büro.,We’ll discuss your question in my office later.,36.8148192904922,0.920506590021431
2206,Oberfläche,noun,die,surface,Der Großteil der Oberfläche der Erde ist mit Wasser bedeckt.,The majority of the earth’s surface is covered with water.,36.8148192904922,0.855388546631566
2207,Standort,noun,der,"site, location","Kannst du mir deinen Standort schicken, damit ich dich finde?",Can you send me your location so that I can find you?,36.8148192904922,0.865517508478818
2208,Zufall,noun,der,"chance, coincidence",Die Wissenschaftler entdecken das Phänomen per Zufall.,The scientists detect the phenomenon by coincidence.,36.8148192904922,0.933285396985021
2209,Armee,noun,die,army,In der Armee lernt er mit Waffen zu schießen.,In the army he learns to shoot with guns.,36.7655357305317,0.864559193177444
2210,kräftig,adj,,strong,Der Gegner fällt nach einem kräftigen Schlag auf den Boden.,The opponent falls to the ground after a powerful strike.,36.7655357305317,0.920057442991321
2211,Nerv,noun,der,nerve,"Die Operation ist gefährlich, da ein Nerv verletzt werden kann.",The surgery is dangerous because a nerve could be injured.,36.7655357305317,0.765529634551294
2212,Niederlage,noun,die,defeat,Der Trainer rechtfertigt die Niederlage in einem Interview.,The coach justifies the defeat in an interview.,36.7655357305317,0.78229483734938
2213,Termin,noun,der,"appointment, date",Können Sie den Termin verschieben?,Can you postpone the appointment?,36.7655357305317,0.913226806291494
2214,angenehm,adj,,pleasant,Wir wünschen Ihnen eine angenehme Reise auf unserem Schiff.,We wish you a pleasant journey on our ship.,36.7162521705712,0.915780107223179
2215,Synthese,noun,die,synthesis,Das neue Auto ist eine Synthese aus Stil und Leistung.,The new car is a synthesis of style and performance.,36.7162521705712,0.566601845422258
2216,Drama,noun,das,drama,Das Drama endet mit dem Tod des Helden.,The drama ends with the death of the hero.,36.6669686106107,0.431025898073899
2217,Konsum,noun,der,consumption,Der Konsum von Alkohol beeinflusst die Wahrnehmung.,The consumption of alcohol influences perception.,36.6176850506502,0.58777686482785
2218,Vorschrift,noun,die,"instruction, regulation",Er arbeitet stets nach den Vorschriften.,He always works according to the regulations.,36.6176850506502,0.659847081768144
2219,winzig,adj,,tiny,Bakterien sind winzige Organismen.,Bacteria are tiny organisms.,36.6176850506502,0.875534570070016
2220,Flug,noun,der,flight,Der Flug von Berlin nach Paris dauert weniger als zwei Stunden.,A flight from Berlin to Paris takes less than two hours.,36.5684014906897,0.836793565161175
2221,Holz,noun,das,wood,Holz ist eine kostbare Ressource.,Wood is a valuable resource.,36.5684014906897,0.898813790541432
2222,künstlerisch,adj,,artistic,In dem Kurs entdeckt Frau Schneider ihr künstlerisches Talent.,"In the course, Mrs. Schneider discovers her artistic talent.",36.5684014906897,0.789485361355592
2223,Förderung,noun,die,"support, promotion, funding",Ausländische Studierende erhalten eine besondere Förderung.,Foreign students receive special support.,36.5191179307292,0.869182419978938
2224,Impuls,noun,der,"stimulus, impulse",Die Meetings schaffen neue Impulse für die Arbeit der Mitarbeiter.,The meetings create new impulses for the employees’ work.,36.5191179307292,0.825328824309817
2225,Planung,noun,die,"planning, plan","Es braucht Monate der Planung, um solche großen Projekte vorzubereiten.",It takes months of planning to prepare such large projects.,36.5191179307292,0.845122361918498
2226,Verdacht,noun,der,suspicion,"Die Polizei hat den Verdacht, dass er Waffen besitzt.",The police have a suspicion he possesses weapons.,36.4698343707687,0.895784438906354
2227,vorgeben,verb,,"to use as an excuse, set in advance, pretend","Johanna gibt vor, eine andere Person zu sein.",Johanna pretends to be another person.,36.4698343707687,0.887153932409447
2228,Witz,noun,der,joke,"Der Witz ist so gut, dass wir immer wieder darüber lachen müssen.",The joke is so good that we have to laugh about it again and again.,36.4698343707687,0.864287626537381
2229,aufmerksam,adj,,attentive,Paul ist ein sehr aufmerksamer Schüler.,Paul is a very attentive student.,36.4205508108082,0.923011285618094
2230,Mangel,noun,der,"lack, shortage, defect",Viele Krankheiten sind häufig die Folge von Mangel an Bewegung.,Many illnesses are often the result of the lack of exercise.,36.4205508108082,0.875172670953667
2231,ausführen,verb,,"to carry out, perform",Der neue Mitarbeiter führt seine Aufgaben sorgfältig aus.,The new employee performs his tasks carefully.,36.3712672508477,0.8980380814565
2232,analog,adj,,"analog, analogous",Er macht Fotos mit einer analogen Kamera.,He takes pictures with an analog camera.,36.3219836908872,0.833466770535623
2233,befürchten,verb,,to fear,"Ich befürchte, dass ich den Zug verpassen werde.",I’m afraid I’m gonna miss the train.,36.3219836908872,0.916037777347739
2234,hinsichtlich,prep,,with regard to,Viele Jugendliche fühlen sich unsicher hinsichtlich ihrer Berufswahl.,Many adolescents feel insecure with regard to their career choices.,36.3219836908872,0.7994424975332
2235,Katze,noun,die,cat,"Neben ihrem Hund hat Ute auch eine Katze, sie liebt beide Tiere sehr.","Besides her dog Ute also has a cat, she loves both animals very much.",36.3219836908872,0.801376473166792
2236,"äußere (r, s)",adj,,"outer, external","Das Ohr besteht aus einem äußeren, sichtbaren und einem inneren Teil.","The ear consists of an external, visible and an internal part.",36.2727001309267,0.824594138096688
2237,Halle,noun,die,hall,Das Konzert findet in einer riesigen Halle statt.,The concert takes place in a huge hall.,36.2727001309267,0.876941145200946
2238,Häufigkeit,noun,die,frequency,Die Häufigkeit von Wörtern spielt eine wichtige Rolle beim Lernen von Fremdsprachen.,The frequency of words plays an important role in language learning.,36.2727001309267,0.49991970312007
2239,Kapital,noun,das,capital,"Die Firma hat nicht genügend Kapital, um im Wettbewerb zu bleiben.",The company does not have the capital to stay competitive.,36.2727001309267,0.753021139870378
2240,Revolution,noun,die,revolution,Die Französische Revolution begann 1789.,The French Revolution began in 1789.,36.2727001309267,0.886910779205106
2241,zuordnen,verb,,"to assign, classify",Dieses Gedicht lässt sich einem der drei Dichter zuordnen.,This poem can be assigned to one of the three poets.,36.2234165709662,0.858002275373984
2242,aussetzen,verb,,"to suspend, expose, skip, sit out",Aufgrund ihrer Verletzungen müssen zwei Spieler der deutschen Mannschaft im nächsten Spiel aussetzen.,"Because of their injuries, two players of the German team must sit out the next match.",36.1741330110057,0.931297771772318
2243,Lohn,noun,der,"wage, pay, reward",Ich bekomme meinen Lohn am Ende des Monats.,I get my wages at the end of the month.,36.1741330110057,0.782213023937555
2244,Vermögen,noun,das,"assets, fortune, ability","Das Gericht entscheidet darüber, wer der Erbe des Vermögens sein wird.",The court decides who will inherit the assets.,36.1741330110057,0.842940626326128
2245,Verwaltung,noun,die,administration,"Sie unterrichtet nicht, sondern arbeitet in der Verwaltung der Universität.","She does not teach, but works in the university administration.",36.1741330110057,0.820507853493495
2246,zumal,conj,,"particularly, especially","Sie kommt zum Fest, zumal sie keine anderen Pläne hat.","She’s coming to the party, especially since she has no other plans.",36.1248494510452,0.923556319950428
2247,Kohlenstoffdioxid,noun,das,carbon dioxide,Wir atmen Sauerstoff ein und Kohlenstoffdioxid aus.,We inhale oxygen and emit carbon dioxide.,36.0755658910847,0.549142601973708
2248,ordentlich,adj,,"neat, proper, orderly","Jedes Kind braucht ein ordentliches Frühstück, um in der Schule aufmerksam zu sein.",Every child needs a proper breakfast to be attentive in school.,36.0755658910847,0.935745215286793
2249,stoppen,verb,,to stop,Die Polizei stoppt die Demonstration nach wenigen Metern.,The police stop the demonstration after a few meters.,36.0755658910847,0.896926371020904
2250,Bundeskanzler,noun,der,federal chancellor,Konrad Adenauer war der erste Bundeskanzler der BRD.,Konrad Adenauer was the first chancellor of West Germany.,35.9277152112032,0.809186947772534
2251,Rat,noun,der,advice,In diesem Fall holt sich der Professor Rat von einem Kollegen.,"In this case, the professor takes advice from a colleague.",35.9277152112032,0.86854089954049
2252,Bewohner,noun,der,"inhabitant, resident, occupant",Während des Brands müssen alle Bewohner das Haus verlassen.,All residents must leave the house during the fire.,35.8784316512427,0.894680574278059
2253,gewöhnlich,adj,,usual,"Die Kirche ist nicht nur sonntags, sondern auch an gewöhnlichen Tagen geöffnet.","The church is open not only on Sundays, but also on ordinary days.",35.8784316512427,0.899187017007485
2254,großartig,adj,,"great, splendid, superb, terrific",Das Konzert war großartig und ich werde es nie vergessen.,The concert was great and I will never forget it.,35.8784316512427,0.882448650314997
2255,trainieren,verb,,"to train, coach",Aaron trainiert jeden Tag für den Wettbewerb im Schwimmen.,Aaron trains every day for the swimming competition.,35.8784316512427,0.803975957712483
2256,Variante,noun,die,"variant, variation",Das Handy gibt es in verschiedenen Varianten und Farben.,The phone is available in many different variants and colors.,35.8784316512427,0.890056152515035
2257,Medikament,noun,das,"medicine, drug",Judith nimmt Medikamente gegen ihre Schmerzen.,Judith takes medication for her pain.,35.8291480912822,0.843362009865587
